ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
3632378524835692731,2021-07,0.000533
2033394215069562776,2021-07,0.030596
2033394215069562776,2021-07,0.030596
2033394215069562776,2021-07,0.030596
2033394215069562776,2021-07,0.030596
3285246914299291124,2021-07,0.000557
3285246914299291124,2021-07,0.000325
3285246914299291124,2021-07,0.000557
3285246914299291124,2021-07,0.000557
2929243640075785940,2021-07,0.000349
2929243640075785940,2021-07,0.000557
2929243640075785940,2021-07,0.000557
2929243640075785940,2021-07,0.000557
2929243640075785940,2021-07,0.000397
2407532237672094312,2021-07,0.011536
2407532237672094312,2021-07,0.011969
2407532237672094312,2021-07,0.011969
5635781225931111684,2021-07,0.009636
5635781225931111684,2021-07,0.009883
1235244772550233980,2021-07,0.002549
1235244772550233980,2021-07,0.001644
1235244772550233980,2021-07,0.003403
4365965554261111250,2021-07,0.166045
5162636608292907782,2021-07,0.002335
8248484932270772248,2021-07,0.088242
924957821424248698,2021-07,0.001621
924957821424248698,2021-07,0.001644
924957821424248698,2021-07,0.001644
6828316696355015040,2021-07,0.001047
8409181491723988567,2021-07,0.007508
8409181491723988567,2021-07,0.01114
8409181491723988567,2021-07,0.078869
8409181491723988567,2021-07,0.01114
4532469127306079736,2021-07,0.00447
7664272163315705419,2021-07,0.004136
7664272163315705419,2021-07,0.00454
9206030810342980458,2021-07,0.001965
9206030810342980458,2021-07,0.002549
9206030810342980458,2021-07,0.002466
5810778736737569699,2021-07,0.012549
5810778736737569699,2021-07,0.012555
1366416810235233769,2021-07,0.002996
1366416810235233769,2021-07,0.002996
1366416810235233769,2021-07,0.002996
1366416810235233769,2021-07,0.034467
1366416810235233769,2021-07,0.002996
1366416810235233769,2021-07,0.002591
8067924767167570288,2021-07,0.07692
7908414709866823255,2021-07,0.001644
7908414709866823255,2021-07,0.001621
7908414709866823255,2021-07,0.00106
7908414709866823255,2021-07,0.00106
8994944800097997361,2021-07,0.069054
8994944800097997361,2021-07,0.063295
6950439982480713649,2021-07,0.124602
6950439982480713649,2021-07,0.116952
8901696535927078963,2021-07,0.006837
8901696535927078963,2021-07,0.005374
8901696535927078963,2021-07,0.006346
8901696535927078963,2021-07,0.007184
8901696535927078963,2021-07,0.00635
8901696535927078963,2021-07,0.00743
8901696535927078963,2021-07,0.00718
6204723742351094322,2021-07,0.023177
3095408468798675621,2021-07,0.00106
3095408468798675621,2021-07,0.00106
7722287846688771887,2021-07,0.008647
312543480920432545,2021-07,0.039661
312543480920432545,2021-07,0.000257
312543480920432545,2021-07,0.000257
6394935036014530592,2021-07,0.001716
6394935036014530592,2021-07,0.001621
3281617395243454427,2021-07,0.021094
1115703227712697214,2021-07,0.019863
1115703227712697214,2021-07,0.02345
8185063234515056194,2021-07,0.000617
8185063234515056194,2021-07,0.000617
8185063234515056194,2021-07,0.000617
8185063234515056194,2021-07,0.000617
8185063234515056194,2021-07,0.000617
7492389223353246125,2021-07,0.036224
7492389223353246125,2021-07,0.262538
7492389223353246125,2021-07,0.06299
6217788509719675691,2021-07,0.024543
6217788509719675691,2021-07,0.006751
8716163053080758848,2021-07,0.000533
8716163053080758848,2021-07,0.000605
8716163053080758848,2021-07,0.000605
8716163053080758848,2021-07,0.001523
8716163053080758848,2021-07,0.000605
8716163053080758848,2021-07,0.000605
324916756972236008,2021-07,0.010551
324916756972236008,2021-07,0.455142
324916756972236008,2021-07,0.011055
324916756972236008,2021-07,0.010551
324916756972236008,2021-07,0.011055
324916756972236008,2021-07,0.013851
7269781193318890653,2021-07,0.002342
7269781193318890653,2021-07,0.002342
6784879562354696650,2021-07,0.025319
8229446069655666941,2021-07,0.727909
8229446069655666941,2021-07,0.09171
4972567100282306577,2021-07,0.015005
5864443060004179363,2021-07,0.00106
5864443060004179363,2021-07,0.001644
5864443060004179363,2021-07,0.029746
5864443060004179363,2021-07,0.001773
5864443060004179363,2021-07,0.001644
2439954154030259398,2021-07,0.024317
8623308321032624474,2021-07,0.032945
8623308321032624474,2021-07,0.589288
8623308321032624474,2021-07,0.033902
4524147234488547993,2021-07,0.003496
4524147234488547993,2021-07,0.002534
4524147234488547993,2021-07,0.003025
6987942592445950913,2021-07,0.001843
6987942592445950913,2021-07,0.001843
6987942592445950913,2021-07,0.002412
6987942592445950913,2021-07,0.001843
8684964138237894839,2021-07,0.012954
6582676833651678345,2021-07,0.002207
6582676833651678345,2021-07,0.000816
6582676833651678345,2021-07,0.000816
6582676833651678345,2021-07,0.002207
6582676833651678345,2021-07,0.002207
6582676833651678345,2021-07,0.002183
6582676833651678345,2021-07,0.000816
6582676833651678345,2021-07,0.000816
1036256411320325774,2021-07,0.012549
1036256411320325774,2021-07,0.025509
968199235777440720,2021-07,0.001329
968199235777440720,2021-07,0.002257
968199235777440720,2021-07,0.001915
968199235777440720,2021-07,0.001424
968199235777440720,2021-07,0.000768
968199235777440720,2021-07,0.001329
968199235777440720,2021-07,0.001329
968199235777440720,2021-07,0.000768
6916556752218696485,2021-07,0.003247
6916556752218696485,2021-07,0.002678
6916556752218696485,2021-07,0.003247
6916556752218696485,2021-07,0.003496
6916556752218696485,2021-07,0.002678
6916556752218696485,2021-07,0.002678
6916556752218696485,2021-07,0.002549
6916556752218696485,2021-07,0.002678
6916556752218696485,2021-07,0.003368
6916556752218696485,2021-07,0.003496
6916556752218696485,2021-07,0.003496
6916556752218696485,2021-07,0.003496
6030285068945261052,2021-07,0.003247
6030285068945261052,2021-07,0.003247
6030285068945261052,2021-07,0.066122
6030285068945261052,2021-07,0.003247
6030285068945261052,2021-07,0.003247
8463871205935856285,2021-07,0.003247
4071158585850879204,2021-07,0.00726
4071158585850879204,2021-07,0.009081
4071158585850879204,2021-07,0.034574
3218226066162129945,2021-07,0.027904
4679462479444735708,2021-07,0.007742
4679462479444735708,2021-07,0.005106
4679462479444735708,2021-07,0.005711
4679462479444735708,2021-07,0.003635
4679462479444735708,2021-07,0.005711
4679462479444735708,2021-07,0.005106
4724876423989598202,2021-07,0.003317
4724876423989598202,2021-07,0.001941
4724876423989598202,2021-07,0.001024
2128970218770090704,2021-07,0.102096
2128970218770090704,2021-07,0.000641
2128970218770090704,2021-07,0.000617
1003144834589372198,2021-07,6.8e-05
1003144834589372198,2021-07,6.8e-05
9127318190908282126,2021-07,0.000617
9127318190908282126,2021-07,0.000617
8163895533020293251,2021-07,0.515728
8163895533020293251,2021-07,0.535796
8163895533020293251,2021-07,0.513258
5794903898038236832,2021-07,0.052127
5794903898038236832,2021-07,0.056092
3960251564708868781,2021-07,0.054458
3960251564708868781,2021-07,0.055406
3960251564708868781,2021-07,0.055406
3960251564708868781,2021-07,0.051208
3960251564708868781,2021-07,0.055406
5888474320320735000,2021-07,0.635685
5888474320320735000,2021-07,0.635685
5888474320320735000,2021-07,0.645158
761746217261797478,2021-07,0.00106
761746217261797478,2021-07,0.00106
1507697130807703164,2021-07,0.00587
9184785003280841216,2021-07,0.010896
9184785003280841216,2021-07,0.010896
9184785003280841216,2021-07,0.011113
1182975716201409626,2021-07,0.000325
1182975716201409626,2021-07,0.024317
1182975716201409626,2021-07,0.000325
1182975716201409626,2021-07,0.000325
1182975716201409626,2021-07,0.000325
5369576709077493659,2021-07,0.025055
3472934456083131714,2021-07,0.003232
717981637594591016,2021-07,0.000325
717981637594591016,2021-07,0.019213
717981637594591016,2021-07,0.001036
717981637594591016,2021-07,0.000325
8255085612985072878,2021-07,0.012601
8255085612985072878,2021-07,0.012601
7751080728852739823,2021-07,0.001644
7751080728852739823,2021-07,0.058123
4347826483121154490,2021-07,0.00156
4347826483121154490,2021-07,0.000976
4347826483121154490,2021-07,0.00106
4347826483121154490,2021-07,0.000976
4347826483121154490,2021-07,0.001773
4347826483121154490,2021-07,0.00156
4347826483121154490,2021-07,0.000976
4347826483121154490,2021-07,0.00156
4347826483121154490,2021-07,0.00156
2214132103234633622,2021-07,0.00479
2214132103234633622,2021-07,0.002954
2214132103234633622,2021-07,0.002954
2214132103234633622,2021-07,0.003776
2214132103234633622,2021-07,0.003776
410843023337872279,2021-07,0.001845
2022367282554149730,2021-07,0.000641
2022367282554149730,2021-07,0.000641
7637066986811047950,2021-07,0.00532
7637066986811047950,2021-07,0.008273
7637066986811047950,2021-07,0.008273
86110062990790869,2021-07,0.031881
5304536516981778801,2021-07,0.002049
5304536516981778801,2021-07,0.002049
5304536516981778801,2021-07,0.001644
3829967475074118757,2021-07,0.570522
3829967475074118757,2021-07,0.635685
7444686668183702737,2021-07,0.000617
7444686668183702737,2021-07,0.000617
682352428813668634,2021-07,0.025374
682352428813668634,2021-07,0.028573
682352428813668634,2021-07,0.02181
682352428813668634,2021-07,0.025374
682352428813668634,2021-07,0.028573
682352428813668634,2021-07,0.028573
7613717984547031729,2021-07,0.001621
7910340581026492945,2021-07,0.003317
7910340581026492945,2021-07,0.003317
7910340581026492945,2021-07,0.04934
6352592240901579272,2021-07,0.012819
5574997762710520717,2021-07,0.005352
5574997762710520717,2021-07,0.007746
8939476669690489534,2021-07,0.016792
107343823625119033,2021-07,0.004066
6349142675790687765,2021-07,0.473964
6349142675790687765,2021-07,0.473964
6349142675790687765,2021-07,0.473964
5067621068959932809,2021-07,0.068909
5067621068959932809,2021-07,0.114329
5067621068959932809,2021-07,0.068909
5067621068959932809,2021-07,0.073823
5067621068959932809,2021-07,0.063188
2397171153213063761,2021-07,0.002783
2397171153213063761,2021-07,0.002783
2397171153213063761,2021-07,0.001965
2397171153213063761,2021-07,0.002364
2397171153213063761,2021-07,0.002783
8195468623809753777,2021-07,0.000641
8195468623809753777,2021-07,0.003793
8195468623809753777,2021-07,0.006346
8195468623809753777,2021-07,0.001036
6271697692808086495,2021-07,0.003224
5176940320835464459,2021-07,0.001941
5176940320835464459,2021-07,0.002619
5176940320835464459,2021-07,0.00347
5176940320835464459,2021-07,0.001941
5176940320835464459,2021-07,0.001941
5176940320835464459,2021-07,0.001941
5176940320835464459,2021-07,0.001941
4342146186255136598,2021-07,0.000617
4342146186255136598,2021-07,0.001716
4342146186255136598,2021-07,0.021572
4795152981525833467,2021-07,0.001621
4795152981525833467,2021-07,0.025055
4795152981525833467,2021-07,0.023016
4795152981525833467,2021-07,0.010726
4795152981525833467,2021-07,0.031539
5714540197488862003,2021-07,0.201146
5714540197488862003,2021-07,0.797095
5714540197488862003,2021-07,0.220162
6012031176108922616,2021-07,0.022886
1998941557906036376,2021-07,0.010972
5558533999208199371,2021-07,0.564074
8464809590757561185,2021-07,0.001644
8464809590757561185,2021-07,0.001644
8464809590757561185,2021-07,0.001644
8464809590757561185,2021-07,0.001644
6721448955097663572,2021-07,0.006616
6721448955097663572,2021-07,0.003496
6721448955097663572,2021-07,0.00974
5225029212547588718,2021-07,0.001843
5225029212547588718,2021-07,0.007817
5225029212547588718,2021-07,0.001843
8926565682509268383,2021-07,0.001716
8926565682509268383,2021-07,0.001716
8926565682509268383,2021-07,0.001716
8926565682509268383,2021-07,0.002335
8926565682509268383,2021-07,0.001716
8926565682509268383,2021-07,0.001131
8926565682509268383,2021-07,0.002207
2983174282784691273,2021-07,0.00106
2983174282784691273,2021-07,0.11037
8536031856585966123,2021-07,0.021663
8536031856585966123,2021-07,0.023532
8536031856585966123,2021-07,0.599876
8536031856585966123,2021-07,0.602923
8536031856585966123,2021-07,0.402281
7696655736121386405,2021-07,0.025454
7696655736121386405,2021-07,0.025454
7750874287225529604,2021-07,0.012858
7750874287225529604,2021-07,0.012555
7750874287225529604,2021-07,0.016792
8013668117699219722,2021-07,0.008897
7289435138601868544,2021-07,0.003368
7289435138601868544,2021-07,0.003368
7289435138601868544,2021-07,0.003368
5042877476420217533,2021-07,0.00106
5042877476420217533,2021-07,0.000641
1299146298565441811,2021-07,0.023893
8376902089871279815,2021-07,0.006208
8376902089871279815,2021-07,0.00718
8376902089871279815,2021-07,0.008651
3997247264680905799,2021-07,0.002049
3997247264680905799,2021-07,0.002178
5029701292539093910,2021-07,0.009717
8733525963966339207,2021-07,0.28186
8733525963966339207,2021-07,0.303528
8733525963966339207,2021-07,0.361645
1454789421854453615,2021-07,0.034331
1454789421854453615,2021-07,0.027904
1454789421854453615,2021-07,0.031539
1454789421854453615,2021-07,0.027904
209477776078372134,2021-07,0.004136
209477776078372134,2021-07,0.004136
209477776078372134,2021-07,0.006616
209477776078372134,2021-07,0.003317
3156852928909455203,2021-07,0.010045
3156852928909455203,2021-07,0.010045
7590999900861381526,2021-07,0.070716
4556737702757145073,2021-07,0.002549
6545052034269841737,2021-07,0.000325
6545052034269841737,2021-07,0.000533
6545052034269841737,2021-07,0.094426
6545052034269841737,2021-07,0.000533
6545052034269841737,2021-07,0.000533
6545052034269841737,2021-07,0.000533
3571198145319411787,2021-07,0.001644
3571198145319411787,2021-07,0.001644
3571198145319411787,2021-07,0.018363
3571198145319411787,2021-07,0.001644
8874257794774679816,2021-07,0.001692
2634859679238614382,2021-07,0.001843
2634859679238614382,2021-07,0.00718
2634859679238614382,2021-07,0.002611
2634859679238614382,2021-07,0.001843
2634859679238614382,2021-07,0.001843
2634859679238614382,2021-07,0.001843
2678966409665050034,2021-07,0.002549
2678966409665050034,2021-07,0.002549
2678966409665050034,2021-07,0.002549
2678966409665050034,2021-07,0.002549
2250817603281429928,2021-07,0.000325
2106875407768047316,2021-07,0.001845
7458891296671174680,2021-07,0.025055
8213533889694327948,2021-07,0.001786
8213533889694327948,2021-07,0.001786
8213533889694327948,2021-07,0.001786
6471448246085839373,2021-07,0.001644
2532435113844289043,2021-07,0.00323
2532435113844289043,2021-07,0.00635
2532435113844289043,2021-07,0.00635
2532435113844289043,2021-07,0.00635
2532435113844289043,2021-07,0.00323
2532435113844289043,2021-07,0.00323
2532435113844289043,2021-07,0.007817
2532435113844289043,2021-07,0.003639
2532435113844289043,2021-07,0.00635
2532435113844289043,2021-07,0.00323
2532435113844289043,2021-07,0.00323
3137879241768961145,2021-07,0.001131
3137879241768961145,2021-07,0.001716
3118152790263512426,2021-07,0.005424
3118152790263512426,2021-07,0.009435
903093877129717133,2021-07,0.003885
903093877129717133,2021-07,0.003885
2645324649046215594,2021-07,0.008651
2645324649046215594,2021-07,0.008243
2645324649046215594,2021-07,0.008243
621182491555347581,2021-07,0.011113
621182491555347581,2021-07,0.009398
8706851346184249504,2021-07,0.00587
1343530446996409207,2021-07,0.00106
1343530446996409207,2021-07,0.000713
3977861004707764824,2021-07,0.010972
3977861004707764824,2021-07,0.013808
3977861004707764824,2021-07,0.011135
3977861004707764824,2021-07,0.013808
3977861004707764824,2021-07,0.011358
1156053485989336481,2021-07,0.042997
1156053485989336481,2021-07,0.054458
1156053485989336481,2021-07,0.747816
1156053485989336481,2021-07,0.054458
1156053485989336481,2021-07,0.052127
1156053485989336481,2021-07,0.042997
1156053485989336481,2021-07,0.054458
1118514612547157551,2021-07,0.089228
1118514612547157551,2021-07,0.088242
6817075905797098547,2021-07,0.031747
7930925883736021864,2021-07,0.001131
7930925883736021864,2021-07,0.001108
7930925883736021864,2021-07,0.001108
7930925883736021864,2021-07,0.001108
7930925883736021864,2021-07,0.003368
7930925883736021864,2021-07,0.001108
7930925883736021864,2021-07,0.002526
2451708306555441014,2021-07,0.002619
7442192566700924647,2021-07,0.000325
7442192566700924647,2021-07,0.033902
7442192566700924647,2021-07,0.000325
7442192566700924647,2021-07,0.000325
2988042199057874759,2021-07,0.001965
3634047863995720708,2021-07,0.002549
7085295800541340563,2021-07,0.00526
7085295800541340563,2021-07,0.011135
7085295800541340563,2021-07,0.004769
4335865859049992260,2021-07,0.060479
4335865859049992260,2021-07,0.002342
2290083177086946553,2021-07,0.001036
2290083177086946553,2021-07,0.001036
2290083177086946553,2021-07,0.001036
7177785309735471560,2021-07,0.000325
7177785309735471560,2021-07,0.000325
5477523784812182605,2021-07,0.523447
5477523784812182605,2021-07,0.320712
8961924617442201922,2021-07,0.00106
7595945751692012281,2021-07,0.000617
2333404192508932057,2021-07,0.008651
2333404192508932057,2021-07,0.008647
2333404192508932057,2021-07,0.008651
4593070249039532001,2021-07,0.026225
6053752047545474051,2021-07,0.001546
6053752047545474051,2021-07,0.001546
6053752047545474051,2021-07,0.001546
6053752047545474051,2021-07,0.001546
6053752047545474051,2021-07,0.001546
6053752047545474051,2021-07,0.001546
6053752047545474051,2021-07,0.001546
6091519986999196884,2021-07,0.001424
6091519986999196884,2021-07,0.001632
7535160686416710323,2021-07,0.002905
3036967290595689189,2021-07,0.002619
5999145415800242177,2021-07,0.004544
5999145415800242177,2021-07,0.010837
7930644815080409701,2021-07,0.025466
510795635145114083,2021-07,0.002747
510795635145114083,2021-07,0.002414
510795635145114083,2021-07,0.002414
510795635145114083,2021-07,0.002414
510795635145114083,2021-07,0.002414
187117706370645370,2021-07,0.052716
187117706370645370,2021-07,0.018774
187117706370645370,2021-07,0.064189
5462970244186515758,2021-07,0.000744
5462970244186515758,2021-07,0.000744
4769364850030443969,2021-07,0.022682
4769364850030443969,2021-07,0.022682
4769364850030443969,2021-07,0.023268
5726178124659661019,2021-07,0.003317
5726178124659661019,2021-07,0.003317
5726178124659661019,2021-07,0.001036
5726178124659661019,2021-07,0.001036
5726178124659661019,2021-07,0.001036
5726178124659661019,2021-07,0.08058
5726178124659661019,2021-07,0.003247
5726178124659661019,2021-07,0.001036
5726178124659661019,2021-07,0.001036
5726178124659661019,2021-07,0.001036
5726178124659661019,2021-07,0.001036
5726178124659661019,2021-07,0.001036
5726178124659661019,2021-07,0.001036
5726178124659661019,2021-07,0.001036
5726178124659661019,2021-07,0.001036
5726178124659661019,2021-07,0.001036
5726178124659661019,2021-07,0.001692
5726178124659661019,2021-07,0.001036
1141681690629134039,2021-07,0.001644
4095739077267179172,2021-07,0.028265
4095739077267179172,2021-07,0.027904
4095739077267179172,2021-07,0.028265
1551531256789550891,2021-07,0.000617
1551531256789550891,2021-07,0.000617
1551531256789550891,2021-07,0.001036
9108733472015251498,2021-07,0.000325
851897122328714307,2021-07,0.00156
6795467882769787169,2021-07,0.002549
5856610998569876318,2021-07,0.001716
3093415403379897112,2021-07,0.001716
6061850657256270336,2021-07,0.074308
6061850657256270336,2021-07,0.069146
165658847908185334,2021-07,0.003317
4850722092974676955,2021-07,0.012954
4850722092974676955,2021-07,0.010741
3140918607946425426,2021-07,0.001716
7398738404146260251,2021-07,0.000325
4863405965754103821,2021-07,0.046061
4863405965754103821,2021-07,0.016507
4863405965754103821,2021-07,0.0423
4863405965754103821,2021-07,0.041342
4863405965754103821,2021-07,0.020488
4863405965754103821,2021-07,0.020488
4863405965754103821,2021-07,0.055406
4863405965754103821,2021-07,0.054458
4863405965754103821,2021-07,0.0423
968400235888951633,2021-07,0.000557
798425422240919854,2021-07,0.002412
1308019675417057675,2021-07,0.005324
1308019675417057675,2021-07,0.005321
6238903426443761049,2021-07,0.00736
6238903426443761049,2021-07,0.00711
6238903426443761049,2021-07,0.00711
4465150716052427320,2021-07,0.002549
4465150716052427320,2021-07,0.001716
1033361676287635885,2021-07,0.01832
1033361676287635885,2021-07,0.017191
1033361676287635885,2021-07,0.017191
652740132671309295,2021-07,0.008795
652740132671309295,2021-07,0.02568
652740132671309295,2021-07,0.019967
8004521604421988528,2021-07,0.07682
8004521604421988528,2021-07,0.080704
4717717003637613480,2021-07,0.013949
8348574220426911086,2021-07,0.009308
5301988619224057921,2021-07,0.624839
5301988619224057921,2021-07,0.624839
5301988619224057921,2021-07,0.653116
5301988619224057921,2021-07,0.624941
5301988619224057921,2021-07,0.582864
5301988619224057921,2021-07,0.624941
8350724667410677464,2021-07,0.011732
8350724667410677464,2021-07,0.010914
7457803471605010846,2021-07,0.001644
7457803471605010846,2021-07,0.001773
1430896989654626045,2021-07,0.013658
1430896989654626045,2021-07,0.014747
1430896989654626045,2021-07,0.014747
2554972344348383830,2021-07,0.000557
2554972344348383830,2021-07,0.000557
2819054834565698513,2021-07,0.014753
2819054834565698513,2021-07,0.025055
8843432852270832388,2021-07,0.000952
2943087245123311166,2021-07,0.012635
2943087245123311166,2021-07,0.26592
2943087245123311166,2021-07,0.005394
2943087245123311166,2021-07,0.012635
8826489829259520138,2021-07,0.000744
8826489829259520138,2021-07,0.000744
8826489829259520138,2021-07,0.000325
8826489829259520138,2021-07,0.000816
8535586342375301953,2021-07,0.003317
1661240395903230676,2021-07,0.041072
1661240395903230676,2021-07,0.041072
1661240395903230676,2021-07,0.042029
1661240395903230676,2021-07,0.041072
8049805689946244047,2021-07,0.185172
1276604410881911401,2021-07,0.019838
1276604410881911401,2021-07,0.019838
1276604410881911401,2021-07,0.027866
1276604410881911401,2021-07,0.029217
1276604410881911401,2021-07,0.046061
1276604410881911401,2021-07,0.028708
1276604410881911401,2021-07,0.027866
1276604410881911401,2021-07,0.021443
1276604410881911401,2021-07,0.021443
1276604410881911401,2021-07,0.079594
5432443358006556295,2021-07,0.003971
5432443358006556295,2021-07,0.009115
8603678028264007695,2021-07,0.003247
8603678028264007695,2021-07,0.003247
5511113649464808344,2021-07,0.489131
5511113649464808344,2021-07,0.100538
5511113649464808344,2021-07,0.115722
3263212305228307743,2021-07,0.001036
3263212305228307743,2021-07,0.000617
3263212305228307743,2021-07,0.001036
3263212305228307743,2021-07,0.000617
170089315547146305,2021-07,0.025509
170089315547146305,2021-07,0.025509
170089315547146305,2021-07,0.02657
170089315547146305,2021-07,0.025509
4740535838297269949,2021-07,0.000533
4740535838297269949,2021-07,0.000533
4740535838297269949,2021-07,0.000533
4740535838297269949,2021-07,0.000533
4740535838297269949,2021-07,0.000533
4740535838297269949,2021-07,0.000533
7970976988071755401,2021-07,0.045022
7970976988071755401,2021-07,0.039747
8287608084245946173,2021-07,0.002619
8287608084245946173,2021-07,0.002619
1423952977138155129,2021-07,0.000325
1423952977138155129,2021-07,0.000325
2455576782104041698,2021-07,0.022228
2455576782104041698,2021-07,0.171676
6373947691253940364,2021-07,0.066472
459290606780222306,2021-07,0.003635
459290606780222306,2021-07,0.003635
459290606780222306,2021-07,0.00323
459290606780222306,2021-07,0.00323
459290606780222306,2021-07,0.005303
459290606780222306,2021-07,0.00323
459290606780222306,2021-07,0.002412
4052557282157719526,2021-07,0.010045
7215093571368368138,2021-07,0.223013
